grammar_lesson_id,level_introduced,lesson_kind,title_en,target_form_zh,summary_en,watch_out_en,display_group_en,display_group_basis,register,review_status,basis_source_id,content_origin,notes
glesson_44413e91370f40a69c2f6302b2076397,2,inventory_member,Large and non-exact quantities,万、好多、多,State ten-thousands and describe a large or inexact quantity.,"In 十多分钟, 多 follows the number and means 'more than'; 好多 directly means 'a lot of.'",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_48ee165d96084cee99e07d3fc899fa39,2,inventory_member,"Dedicated classifiers 条, 位, 间, and 名",条、位、间、名,"Count long or flexible objects, people politely, rooms, and people in formal counts with the appropriate classifier.",位 is respectful and 名 is neutral or formal; neither is the ordinary general classifier 个.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_7120c20f6c874ce5b1af39be029dfd59,2,inventory_member,Counting packages with 包,包,Count a packaged amount by borrowing the noun 包 as a classifier.,Here 包 counts one package of something; it does not mean the object 书包 or the action 'to wrap.',Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_2ada6849a2bc4a1f9e2abad367cf7408,2,function,Counting occurrences with 次,次,Count how many times an action occurs or has been experienced.,"次 counts occurrences of an action, not the objects involved in that action.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1f5b7591c8de4534a071d4e868fa3f63,2,function,"Degree with 多, 好, and 最",多、好、最,"Express an exclamatory degree with 多 or 好, and identify the highest degree in a comparison set with 最.",Degree 多 in 多漂亮啊 is not the quantity word 'many'; 最 requires an understood comparison set.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_c9eb971d6b9c48a191b9422e545b52e3,2,function,Doing something together with 一起,一起,Say that two or more participants carry out the same action together.,"一起 normally comes before the shared action, not after its object.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_32b7676dc1714d9390f46157a5251722,2,function,"Time adverbs for continuation, timing, and imminence",还2、已经、有时、有时候、快、快要、正,"Locate an event as still continuing, already realized, occasional, imminent, or in progress right now.","还2 means 'still' here, not the additive 'also'; 快 and 快要 need final 了 when they present an imminent change.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8b5643c69b5541b087e6806ecef94f7e,2,inventory_member,Habitual frequency with 常 and 经常,常、经常,Say that an action happens often or habitually.,"常 and 经常 describe repeated frequency, not an action happening at this exact moment.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6eec0008af9b4d6fbc582149b6303e6e,2,function,Negative commands with 别,别,Tell someone not to do an action in a direct but ordinary spoken command.,别 comes before the action being prohibited; do not combine it with another 不 before that verb.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_645bec7bf7d34fab8a8a2dd3559217e8,2,function,Sequencing with 再2 and 就1,再2、就1,"Link an action to what comes before it, presenting it as the later step or the immediate next result.",再2 orders a later step after another action; 就1 highlights a prompt or expected transition from the first condition.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_527c85c04e5b411f83b5db806dc52df8,2,function,"Speaker stance with 都2, 就2, and 还是1",都2、就2、还是1,"Highlight that a point has already been reached, narrow a choice, or maintain a preferred action after considering the situation.","都2 is not the distributive 'all,' and 还是1 is not the alternative-question connector 还是2.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_55984ca37edd412280de4d44daaa9275,2,function,Starting points in time and place with 从1,从1,Identify the place or time from which an action begins.,从 introduces the starting point; use 到 when the endpoint also needs to be stated.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6d2bab0c242a402a809aabb3179c3e00,2,function,Direction toward a place with 往,往,State the direction toward which someone or something moves.,往 introduces a direction before a movement verb; it does not by itself say that the destination was reached.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5e8e696279814a90be92d5a941dd0a09,2,function,Directional source or route with 从2,从2,"Identify the direction, side, or route from which movement proceeds.",This indexed use focuses on a movement source or path; 从1 more generally introduces a starting time or place.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_77963a8dd549420597887a52f0701f48,2,function,Recipients and beneficiaries with 给,给,Identify the person who receives or benefits from an action.,Prepositional 给 and its recipient normally come before the main action; 给 can also be a full verb meaning 'give.',Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a0dc28dcfc874f248315ca3e394ff720,2,function,The comparison marker 比,比,"Introduce the standard against which another person, thing, or situation is compared.",比 and its comparison standard come before the property being compared.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_db995a72a5ac4c5b855161e5e39a7d72,2,function,Companions and counterparts with 跟1,跟1,Introduce the person who accompanies someone or serves as the counterpart in an interaction.,跟1 introduces a participant before the predicate; 跟2 joins parallel words or phrases like 'and.',Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_46b84a7de49e4772a750a61d5bec8cc9,2,function,A cause phrase introduced by 因为1,因为1,Attach a reason phrase to a main clause and explain why its event occurred.,This prepositional use embeds a reason inside one clause; 因为2 can connect a full cause clause to a result clause.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_77b3c6754a5e4c1d97dc166a76a2db8d,2,function,Joining parallel items with 跟2,跟2,Connect two parallel words or phrases with the meaning 'and.',Connective 跟2 joins equal items; prepositional 跟1 instead introduces a companion before a predicate.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_b49ce6a5128c454fa3be3acb1540abf7,2,function,Basic connectors between clauses,但、但是、那、虽然、还是2、因为2、所以,"Connect clauses by contrast, transition, alternative, concession, or cause and result.",These connectors express different logical relations; do not treat them as interchangeable translations of English 'and' or 'but.',Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_15acb1d75c46459f99b079ced557b9b0,2,function,Complements with 得 and manner with 地,得、地,"Describe the result or degree of an action with 得, and describe how an action is carried out with 地.","Both are pronounced de, but 得 follows a verb while 地 follows a manner description before a verb.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_e8f9265e5c9d4c4f8dcdc6d045857372,2,function,Past experience with 过,过,Say that someone has had an experience at least once before the reference time.,"Aspect 过 presents prior experience, not simply a completed event; negate it with 没(有), not 不.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8b55af09f88745a6af81c4cde9573d68,2,function,Durative aspect with 着,着,Present a state or action as continuing at the reference time.,This aspect particle is neutral-tone zhe; it is not the result complement 着 pronounced zháo.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ae778daeb15447bea503c3e2bea7e4a2,2,function,"Question, confirmation, assurance, and exclamation particles",呢4、吧2、的2、啊1,"Express puzzled or emphatic questioning, seek confirmation, assert an expected conclusion, or express a reaction at sentence end.",These syllabus numbers distinguish discourse functions; none of the numbers is pronounced or written in the Chinese sentence.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_36e95abd2250415aa183464effa23390,2,category,Recognizing a basic verb-complement phrase,动补短语1,"Recognize a phrase in which material after a verb describes its result, direction, state, degree, or quantity.",A complement completes or evaluates the verb's meaning; it is not automatically a direct object.,Phrases,"reviewed_override: the source row inherits Word classes > Particles from blank hierarchy cells, but its content names a phrase structural type",neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_bee3f7b4aa384c42b6795c0adb6d56f9,2,construction,Nominal phrases ending in 的,“的”字短语,Refer to an understood person or thing by leaving the head noun unspoken after 的.,The omitted noun must be recoverable from context; this 的 is not the sentence-final assurance particle 的2.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5de2d33fd67d4f0ea3f7855d4e242d82,2,construction,Serial-verb phrases,连谓短语,Combine successive actions performed by the same subject without adding a conjunction.,"The verbs share one subject, and their order normally follows the real sequence or purpose relation.",Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6d88ea2c75964933848765ca878452de,2,construction,Pivotal phrases with a shared middle participant,兼语短语,"Ask, tell, or cause one person to perform another action by making that person the object of the first verb and subject of the second.",The middle noun phrase has two jobs: it receives the first verb and performs the following verb.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_d7e5255c5b514cceb4c30bfa044800dd,2,category,Nominal phrases as units,名词性短语,"Recognize a group of words that functions together like a noun, for example as a subject, object, or referential expression.","A nominal phrase can contain modifiers and classifiers, but the whole phrase fills one noun-like role.",Phrases,"official_category; the source content cell is blank, so the inherited functional category is explained without inventing source wording",neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5bedc574f1b04b7d8102149208a70c88,2,category,Verbal phrases as units,动词性短语,Recognize a group centered on a verb that functions together as an action or predicate unit.,"A verbal phrase may include an object, adverb, or complement, but its grammatical center remains verbal.",Phrases,"official_category; the source content cell is blank, so the inherited functional category is explained without inventing source wording",neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_20fbb3d2482a4bb1b9e153a9ad33fbdf,2,category,Adjectival phrases as units,形容词性短语,Recognize a group centered on an adjective that describes a property or functions as an adjectival predicate.,Degree words belong inside the adjectival phrase; Mandarin does not require 是 before an ordinary adjectival predicate.,Phrases,"official_category; the source content cell is blank, so the inherited functional category is explained without inventing source wording",neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_e3981bef253e46c48e9f20daecf6002f,2,function,Open-ended lists with 什么的,什么的,End a short list by indicating that similar unstated items are also included.,什么的 follows examples of a category; it does not ask a question in this use.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1c115b4f31ce47338c90eacee08d91c1,2,construction,A considered suggestion with 还是……吧,还是……吧,Recommend one course after considering the situation or available alternatives.,还是 presents the preferred option; final 吧 softens it into advice rather than an order.,Fixed formats,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_05bde99c7379415a9e1067abc6f1e4ce,2,construction,"Imminent events with 要, 快要, and 就要……了",要/快要/就要……了,Say that an event is about to happen or a new stage is close at hand.,"The final 了 marks the imminent new situation; without the surrounding context, 要 can instead mean 'want' or 'need.'",Fixed formats,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5029adfdc6f545af98383219c99bfa91,2,construction,Emphasizing an already-reached point with 都……了,都……了,"Stress that a time, amount, or stage has already been reached, often with surprise, impatience, or emphasis.",都 does not mean 'all' in this pattern; it highlights how far the situation has already progressed.,Fixed formats,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_badca6da43d5461281a859c1d488ba49,2,construction,Patient subjects,受事主语,Make the affected thing the subject when its resulting condition matters more than the person acting on it.,The subject receives the action rather than performing it; the agent can remain unstated when context makes it unnecessary.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_9ef8d5cea59d47638f54e8f4a61765e1,2,construction,Nominal phrases as predicates,名词性短语作谓语,"State dates, times, age, quantity, or identity-like facts with a nominal phrase directly as the predicate.","Do not insert 是 in ordinary age, date, or time predicates such as 他二十岁.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8f0d645b2a3f4c93abb66903f3c5558f,2,construction,Verbal and subject-predicate modifiers before nouns,动词或动词性短语、主谓短语作定语,Identify a person or thing by an action or by a full subject-predicate description placed before the noun.,The whole modifier comes before 的 and the head noun; do not move the action description after the noun.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_47f3b0ed04bf4a36a6956dd0695c632a,2,construction,"Result complements 错, 懂, 好, 会, and 完",动词 + 错/懂/好/会/完,"State the result reached by an action: incorrectly, understood, ready, learned, or finished.","The complement reports an outcome, not a separate later action; aspect 了 follows the result unit when needed.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_01b862ef28b441d2bc831c4224c8cc4a,2,construction,Simple directional complements 来 and 去,动词 + 来/去,Show whether an action brings something toward the speaker's viewpoint or takes it away.,来 points toward the speaker or reference viewpoint; 去 points away from it.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_f31d698d638445f1a9feb41d157fe04b,2,construction,"Simple directional complements 上, 下, 进, 出, 过, and 回",动词 + 上/下/进/出/过/回,"Specify an action's basic path upward, downward, inward, outward, across or past, or back.","These complements describe the path after the verb; 过 here is full-tone guò, not neutral-tone experiential 过.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ee41e6416f824d27b1eb8c57691de21b,2,construction,Compound directional complements,动词 + 出来/出去/过来/过去/回来/回去/进来/进去/起来/上来/上去/下来/下去,Combine a path with 来 or 去 to show both the movement route and its direction relative to the speaker's viewpoint.,The first part gives the path; 来 points toward the viewpoint and 去 points away from it.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ede1b62f33a6494a85014b585331b428,2,construction,State complements with 得,动词 + 得 + 形容词性短语,"Describe the state, manner, or degree produced while an action is performed.","得 follows the repeated or main verb; when the verb has an object, the object often comes before a repeated verb phrase.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_c3771e2abd7742728367260732b013c7,2,construction,Duration complements after actions,动作 + 时量补语,State how long an action lasts by placing a time quantity after it.,A duration says how long the action continues; it is different from the clock time when the action begins.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ffbf32e9af2f483ea949c0ad313f0001,2,construction,Quantity complements after adjectives,形容词 + 数量补语,Measure the exact or approximate difference expressed by an adjective.,"The quantity follows the adjective it measures: 大两岁, not 两岁大 in this comparison pattern.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a6853982d0af406fa888be25a7d45bd3,2,construction,Subject-predicate phrases as predicates,主谓谓语句,Describe a topic through a full subject-predicate phrase that serves as the larger sentence's predicate.,The first noun is the overall topic; the following smaller subject names the aspect being described.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_52acdf2be231401cb6641db150ed1b78,2,construction,Alternative questions with 还是,选择项1 + 还是 + 选择项2？,Ask the listener to choose between two stated alternatives.,Do not add 吗 to a question already formed with 还是 alternatives.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_b26122dc1f28458583e65e8d71623385,2,construction,Imperatives using 别,别 + 动词,"Issue a negative instruction, warning, or request by telling someone not to act.",别 negates the requested future action directly; it is not the past-event negator 没.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a35f4c8b3a7545ddbd5495e9946d2dd3,2,construction,Descriptive 是 sentences,主语 + 是 + 说明或特征,Explain or characterize a person or thing by linking it to a descriptive nominal expression.,是 links the subject to a nominal explanation or characteristic; ordinary adjective predicates still do not require 是.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a7c3f16190ef479f9dc90866f0f19fd3,2,construction,Reached quantities with 有,有 + 数量（+ 了）,Say that an amount or duration reaches a stated quantity.,Here 有 means the duration has reached an amount; it does not express possession.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8406c000714148ed93355a655ae380e4,2,construction,Existential-presentative sentences with 着,处所 + 动词 + 着 (+ 数量短语) + 名词,Present a person or thing as occupying a place in a continuing posture or state.,The location comes first and the newly presented entity comes after the verb; 着 keeps the posture or state in effect.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8cd3774517fc4724be7340812ecbe749,2,construction,Basic adjective comparisons with 比,A比B + 形容词,Say that A has more of a property than B.,The adjective normally follows B directly; do not add 是 or 很 to a neutral basic comparison.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_3eb252ea7d424841a3152d08aa6cc546,2,construction,Measured and degree-modified 比 comparisons,A比B + 形容词 + 数量补语/程度补语,"Say not only that A exceeds B, but also by how much or to what additional degree.",The quantity or degree complement follows the adjective; it does not come between 比 and B.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6ef576543f8541009ddc1864bf774cfb,2,construction,Equality and shortfall with 有 or 没有,A有/没有B（+这么/那么）+形容词,Say that A reaches or does not reach B's degree of a property.,"This comparative 有 means 'reach the degree of,' not possession; do not add 比 to the same frame.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_0d882781e8774e09858c603addc4ffee,2,construction,Comparing how actions are performed,A比B + 动词 + 得 + 形容词 / A + 动词 + 得 + 比B + 形容词,Compare the manner or degree in which two people perform the same action.,Both orders are licensed: the 比 phrase may come before the verb or inside the 得-complement after 得.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ffe80b1988b84769a16676ccb04b2e61,2,function,Focusing event details with 是……的,是……的：强调时间、地点、方式、动作者,"Highlight when, where, how, or by whom an event took place while treating the event itself as established.",This construction normally focuses a realized event; it is not a general way to mark past tense.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1498a4583ff14c99892cf06f0b72f6e6,2,construction,"Requests and causation with 请, 叫, and 让",主语 + 请/叫/让 + 宾语1 + 动词 + 宾语2,"Ask, tell, or cause another person to carry out an action.","The person after 请, 叫, or 让 is both the first verb's object and the following action's understood subject.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_993586dc6e8f4916b41298d63695c08d,2,construction,Double objects with a verb plus 给,主语 + 动词 + 给 + 宾语1 + 宾语2,State an action that transfers an item or information to a recipient.,"The recipient comes immediately after 给, and the transferred thing follows it as the second object.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_68db8b2f6deb4411af949bf10e1bb513,2,construction,Alternative clauses with （是）……还是……,（是）……，还是……,"Ask the listener to choose between two clause-sized possibilities, optionally marking the first with 是.",Use 还是 between alternatives in a question; do not add 吗 at the end.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_03c64f5939e34fb5ae2e9318a50693cf,2,construction,Concession with 虽然……但是……,虽然……，但是……,Acknowledge one fact and then state a contrasting outcome that still holds.,虽然 introduces the conceded fact; 但是 introduces the main contrasting point.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_cd8a7497afe54bbeb49b0343599ed9ec,2,construction,Cause and result with 因为……所以……,因为……，所以……,State a cause explicitly and connect it to its resulting event or situation.,因为 marks the cause clause and 所以 marks the result clause; keep each connector with its own clause.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6f0127d426cf4bf68701631287733166,2,construction,Immediate sequence with 一……就……,一……就……,Say that one event follows immediately or predictably as soon as another occurs.,一 introduces the trigger event and 就 introduces the closely following result; 一 is not counting an object here.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8ff45e3161d942abb8dd0470128fe4d5,2,function,Continuing states with 着,动词 + 着：状态持续,Describe a state that remains in effect after a posture or change has been established.,"This use focuses on the maintained state, not the event that first created it.",Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5e4c4bb2dc1543c1b1e7afbef39ca393,2,function,Continuing actions with 着,动词 + 着：动作持续,Present an activity itself as continuing over the reference interval.,The action reading depends on an activity verb and context; the same particle can maintain a state in another sentence.,Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_850e51837bbb4d249c84d673457cb2e1,2,function,Experiential aspect with 过,动词 + 过,Present an action as an experience that has occurred at least once before.,"过 marks prior experience rather than simple past completion, and its negative pattern uses 没(有).",Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_e77d15c96ede4ed4b4125715ee306f3a,2,expression_system,Ordinal labels without 第,数词 + 量词,"Use a numeral directly before a unit or label to identify an ordered floor, date, or numbered item.",Context makes the expression ordinal; 三楼 identifies the third floor rather than counting three buildings.,Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_00381ffa4caf46d8a88816e5c574b3e9,2,expression_system,Approximate small numbers with 几,几 + 量词,"Refer to a small, indefinite number when the exact count is not important.","In a statement, 几 can mean 'a few'; in a question, the same form can ask 'how many.'",Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_dd80611de9834c14b69a9d00ac756445,2,construction,More than a round number: numeral + 多 + measure,数词 + 多 + 量词,Give an approximate quantity slightly above a round number such as ten or twenty.,"In this order, 多 follows the round numeral and comes before the measure word.",Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_237b83ef82744366b4ac454c615a734f,2,construction,An extra fraction of a unit: numeral + measure + 多,数词 + 量词 + 多,Say that a quantity exceeds a stated number of units but has not reached the next whole unit.,"Here 多 follows the unit: 一个多小时 means more than one hour but less than two, unlike 十多分钟 with 多 before the measure.",Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6e7cfe6abe734612a4e5a72de1210257,3,morphology,Long-standing relationships with 老,老—,Describe a person or relationship as long-standing and familiar by adding 老 before a suitable noun.,This prefix can signal familiarity or long association; it does not always mean that the person is elderly.,Morphemes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_32471e0e6d8446e5baff7c10a29196dd,3,morphology,"Person and noun suffixes 家, 子, and 员",—家、—子、—员,"Form labels for specialists, familiar nouns, and members or workers with three common suffixes.",The suffix chooses established words; it cannot be attached freely to every noun or verb.,Morphemes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_d72c52c17a7d49bf9fd6547f5900dcbc,3,inventory_member,Cardinal directions and the middle,东、南、西、北、北方、东方、南方、西方、中间,Locate places by cardinal direction or by their position in the middle of other places.,A reference place normally comes before the direction expression: 学校东边 or 学校东方.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ea19a49bbb6e415c8b9f24bb7aa1432a,3,inventory_member,"Needs, duties, and willingness",需要、该、应该、愿意、得,"Express a need, a recommendation or duty, willingness, or an immediate practical necessity.","Modal 得 is pronounced děi and means 'must'; it is different from structural particle 得, pronounced de.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_d30968a42f4b4ef49c213b6271e5f4f4,3,inventory_member,Verb-object separable words,放假、见面、结婚、洗澡,Use four common activities whose familiar forms contain a verb-like part and an object-like part.,"These are separable words, so later grammar may place aspect, quantity, or modifiers between their parts.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_4b17ca4cd44f43268595621fcd28cb0b,3,inventory_member,Verb-complement separable words,离开、完成、分开,Use three common words whose second part contributes a result or direction to the action.,"Although their internal structure is visible, learn their conventional meanings and object patterns as complete words.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_867901eb059049e79b6ff537b4ab9bed,3,function,Asking how with 怎样,怎样,"Ask about a method, condition, or way of handling something with 怎样 in the missing-information position.",Keep 怎样 where the requested description or method belongs; do not add 吗 to the same question.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5d546dc5765a4b47a1819003e41f0888,3,construction,Question words meaning anyone or anything,疑问代词+都……、疑问代词+疑问代词,"Use a question word without asking a question to express unrestricted choice such as anyone, anything, or wherever.",The question word is not interrogative here; 都 or a repeated matching question word creates the free-choice reading.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_bea2dc463fb3437fac779d881872add9,3,function,"Question words for an indefinite person, thing, or place",疑问代词的不定指用法,"Refer to an unspecified or uncertain person, thing, or place without forming a question.",Context and statement intonation distinguish this indefinite use from a real information question.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_b6e0bf6e6140401d949ed1cd7a5e44a2,3,inventory_member,Other people and inclusive 咱们,别人、咱们,"Refer to people other than the current referent with 别人, or explicitly include the listener in 'we' with 咱们.",咱们 normally includes the listener; 我们 can include or exclude the listener depending on context.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_64a50251c82e4b31bf9ccb111190ae9f,3,inventory_member,Other choices with 别的 and 其他,别的、其他,Refer to a different choice or to the remaining members of a set.,别的 often highlights an alternative; 其他 commonly gathers the rest of a known set.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_df7aa22167ec4fc7b0f03bf2ab4b61a9,3,inventory_member,Dedicated measure words at HSK 3,把、双、张、种、层、封、页、辆、节、所、班、段、头、句、公斤、斤、角、毛、刻、米,"Count common objects, institutions, groups, text units, weights, money, time, and length with the measure word selected by the noun.",The source cell joins 句 and 公斤 at a line wrap; reviewed decomposition keeps them as two separate measure words.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_c3df0eb303974d85aac4214ca6128240,3,inventory_member,Containers used as measure words,碗、盘,Count servings by borrowing the container nouns 碗 and 盘 as measure words.,"The quantity describes a bowlful or plateful, not merely the physical container.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
