grammar_element_id,grammar_point_id,element_order,element_kind,target_zh,learner_gloss_en,review_status,basis_source_id,content_origin,notes
gelement_61264ae401b145d2ac3a8e04f1c02f24,hsk26-g1-041,1,construction,动词 + 一下,verb followed by a one-time or brief-action complement,approved,hsk26-zh+hsk26-en,project_authored,
gelement_570bb8aec88b41a6aab59d9a131b0fb9,hsk26-g1-042,1,category,主谓句1：动词谓语句,subject-predicate sentence whose predicate is verbal,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c17b2d9dae914028a5bd078908796f16,hsk26-g1-043,1,category,主谓句2：形容词谓语句,subject-predicate sentence whose predicate is adjectival,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a9f5915116a0451ca6f4efbe49775f93,hsk26-g1-044,1,category,主谓句3：名词谓语句,subject-predicate sentence whose predicate is nominal,approved,hsk26-zh+hsk26-en,project_authored,
gelement_15fa1378a7a04f42a245629ed08fc3fc,hsk26-g1-045,1,category,,complete sentence not organized as an explicit subject followed by predicate,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6fe0423659034c669ce944fba716458e,hsk26-g1-046,1,category,,sentence used to state information,approved,hsk26-zh+hsk26-en,project_authored,
gelement_bcb67b35e0e4417c96a4a39017eaeb16,hsk26-g1-047,1,construction,是非问句,question asking whether a complete proposition is true,approved,hsk26-zh+hsk26-en,project_authored,
gelement_91beea8e98ad4cc8875f7b61e310cf2c,hsk26-g1-048,1,construction,特指问句,question containing a word that identifies the requested information type,approved,hsk26-zh+hsk26-en,project_authored,
gelement_fba6462ed09d4e75b8d24bb09ba5007d,hsk26-g1-049,1,construction,正反问句,question formed by juxtaposing affirmative and negative predicate choices,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8eb42fd503b6433b863ac05e64156496,hsk26-g1-050,1,category,,sentence used to request or direct an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5f9017ec1902408f928a526ac09af488,hsk26-g1-051,1,category,,sentence presenting information with strong expressive force,approved,hsk26-zh+hsk26-en,project_authored,
gelement_023ddbdfaa5547ac8c084c7fdc8071bf,hsk26-g1-052,1,function,是,"copular verb marking identity, equivalence, or class membership",approved,hsk26-zh+hsk26-en,project_authored,
gelement_8d6da5f855fe4532a122111f858f9181,hsk26-g1-053,1,function,有,have or possess,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b109789a94154c708fb7bb28b66ee4ea,hsk26-g1-054,1,construction,处所 + 是 + 名词,location-first identification of what is at that place,approved,hsk26-zh+hsk26-en,project_authored,
gelement_10a03f265ed34b6e96bdbb01028a8b03,hsk26-g1-055,1,construction,处所 + 有 + 数量短语 + 名词,location-first existential construction with 有,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3f37492906d7467a8a4459e59bbc39a9,hsk26-g1-056,1,construction,动词短语1 + 动词短语2,serial-verb sequence whose second action is the purpose of the first,approved,hsk26-zh+hsk26-en,project_authored,
gelement_806720070f57489c8a0cfe99adc46a81,hsk26-g1-057,1,construction,动词短语1 + 动词短语2,serial-verb sequence whose first action is the manner of the second,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ae30c784dfa743119e671d5c142bb21e,hsk26-g1-058,1,construction,主语 + 动词 + 宾语1 + 宾语2,verb followed by a recipient-like first object and thing-like second object,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d0fb623a01fe4919b7218b33479ffb36,hsk26-g1-059,1,category,,multi-clause sentence whose relationship is inferred without a correlative linker,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1d5f4d30470d479e87840416aa71bc0a,hsk26-g1-060,1,construction,……，也……,coordinate complex sentence adding a parallel fact with 也,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5833ff2afdad4c84a88126ed6029713e,hsk26-g1-061,1,construction,……，还……,coordinate complex sentence adding another fact with 还,approved,hsk26-zh+hsk26-en,project_authored,
gelement_fab30cfa711444f3a7513679777f3819,hsk26-g1-062,1,function,了,dynamic particle marking completed or bounded aspect,approved,hsk26-zh+hsk26-en,project_authored,
gelement_592dd1d340a64895812be9c974a28f55,hsk26-g1-063,1,function,了,sentence-final particle marking a new situation or change of state,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f609c5b1b9874977ac1a4f5dd6f47604,hsk26-g1-064,1,construction,在 + 动词,basic progressive construction with 在,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e5d6d033fb554376aaac73acde128aec,hsk26-g1-064,2,construction,正在 + 动词,focused progressive construction with 正在,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e77a0788e3884ec8b812ca8fc3c85510,hsk26-g1-065,1,construction,在 + 动词 + 呢,ongoing-action frame with 在 and final 呢,approved,hsk26-zh+hsk26-en,project_authored,
gelement_644bcc35b2964dc99edefc3f5e98b45c,hsk26-g1-065,2,construction,正在 + 动词 + 呢,focused ongoing-action frame with 正在 and final 呢,approved,hsk26-zh+hsk26-en,project_authored,
gelement_afad040d164d45c7a3e67745ca67dc73,hsk26-g1-066,1,construction,动词短语 + 呢,contextual ongoing-action construction marked by final 呢,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0d3fcae3cb80440a8a9caad8e6978186,hsk26-g1-067,1,inventory_member,元,standard yuan unit in a money amount,approved,hsk26-zh+hsk26-en,project_authored,
gelement_df7899e2d9ad4822bcb639977f92eae1,hsk26-g1-067,2,inventory_member,块,colloquial yuan unit in a money amount,approved,hsk26-zh+hsk26-en,project_authored,
gelement_38c782143598477ab4c6a0e0b1551e7b,hsk26-g1-068,1,morphology,第 + 数词,ordinal expression formed with prefix 第,approved,hsk26-zh+hsk26-en,project_authored,
gelement_97427567402341af8f99d0bf2119abe1,hsk26-g1-069,1,inventory_member,数词 + 年,calendar-year expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_4ff9028033424c48bce1b9628fcf5149,hsk26-g1-069,2,inventory_member,数词 + 月,calendar-month expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_b72213f8f5c0451dadb05fe672debcd7,hsk26-g1-069,3,inventory_member,数词 + 日/号,day-of-month expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0e7a9058985b4097a51b36b3d35d693a,hsk26-g1-069,4,inventory_member,星期 + 数词/日/天,weekday expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_eb726b3d10d44245adabbb19d5e63b7c,hsk26-g1-070,1,inventory_member,数词 + 点,clock-hour expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_cf53be8b4bbb49b7b22becff4733ae70,hsk26-g1-070,2,inventory_member,数词 + 点 + 半,half-past clock expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_526a60a779d94a7caa5757078fdc2417,hsk26-g1-070,3,inventory_member,数词 + 点 + 数词 + 分,hour-and-minute clock expression,approved,hsk26-zh+hsk26-en,project_authored,
gelement_15ecab3be109435ca0ccffcc06d370fa,hsk26-g2-001,1,morphology,—面,suffix forming a location noun,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2d5e65f0a6e140f1a9e2d9743847eee6,hsk26-g2-002,1,inventory_member,左,the left side,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d76a396b72c647999640435597e3ce19,hsk26-g2-002,2,inventory_member,右,the right side,approved,hsk26-zh+hsk26-en,project_authored,
gelement_558ab6be40a541b5b41a7915df61e84e,hsk26-g2-003,1,construction,AA,reduplication of a one-syllable verb,approved,hsk26-zh+hsk26-en,project_authored,
gelement_63009f492668415993694ce84134fc66,hsk26-g2-003,2,construction,A一A,one-syllable verb repeated around 一,approved,hsk26-zh+hsk26-en,project_authored,
gelement_48625bab541d451a895f1f7fcbe76a16,hsk26-g2-003,3,construction,A了A,brief realized action with 了 between repeated verbs,approved,hsk26-zh+hsk26-en,project_authored,
gelement_79b7fab83b6b477e93b09315960efa61,hsk26-g2-003,4,construction,ABAB,reduplication of a two-syllable verb,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a87e802d9e374f6cb25d50f99f974d56,hsk26-g2-004,1,function,可能,marks an event or state as possible,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1b8ebd108e374390940f938ff4371414,hsk26-g2-005,1,inventory_member,帮忙,help; literally help + a favor,approved,hsk26-zh+hsk26-en,project_authored,
gelement_645edbcc339043f28f4a0d62131b0644,hsk26-g2-005,2,inventory_member,游泳,swim; literally swim + swimming,approved,hsk26-zh+hsk26-en,project_authored,
gelement_89b4b3038b5a4d8da618e0da573d25cc,hsk26-g2-005,3,inventory_member,跳舞,dance; literally jump + dance,approved,hsk26-zh+hsk26-en,project_authored,
gelement_694bc9008f964306ba87a371a9397244,hsk26-g2-005,4,inventory_member,跑步,run; literally run + steps,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5288e7852cdc4c0db93543d939c158be,hsk26-g2-006,1,function,为什么,interrogative pronoun asking why,approved,hsk26-zh+hsk26-en,project_authored,
gelement_927cabd9146648fba0d50f8152667b47,hsk26-g2-007,1,function,自己,reflexive pronoun referring back to the relevant person,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0d7be292f82844eda5e084624f2088a4,hsk26-g2-008,1,function,那么,that degree or manner,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e1e5eb28574845b6ac677d5888bd8e7f,hsk26-g2-008,2,function,那样,in that way or of that kind,approved,hsk26-zh+hsk26-en,project_authored,
gelement_09df39837e1d48658f1251d69c1da1c2,hsk26-g2-008,3,function,这么,this degree or manner,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8ed4ab8539eb4192b6d18e14a8c894b8,hsk26-g2-008,4,function,这样,in this way or of this kind,approved,hsk26-zh+hsk26-en,project_authored,
gelement_4d35c207ae4842a283d2d9da5faaefd1,hsk26-g2-008,5,function,每,each or every member of a set,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d2768e50f2f9426abcdaef623f3e4b15,hsk26-g2-009,1,construction,AA,reduplication of a one-syllable adjective,approved,hsk26-zh+hsk26-en,project_authored,
gelement_50304e6387404f618d3657c8d078809d,hsk26-g2-009,2,construction,AABB,AABB reduplication of a two-syllable adjective,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d10e58fcb7a94b6cb8ca30f72acc6ff5,hsk26-g2-010,1,inventory_member,万,ten thousand,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6da6c91e6e8845068663adf4200719d0,hsk26-g2-010,2,inventory_member,好多,a great many or much,approved,hsk26-zh+hsk26-en,project_authored,
gelement_43899016b5ab4b9dbe1d84dabce4a631,hsk26-g2-010,3,inventory_member,多,more than a stated round number,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6c745b0142ae48da8f090c44e1aafa30,hsk26-g2-011,1,inventory_member,条,classifier for long or flexible things,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c35dbd0ba9d34a60966a54104291aefc,hsk26-g2-011,2,inventory_member,位,respectful classifier for people,approved,hsk26-zh+hsk26-en,project_authored,
gelement_dadebc1baa3f4a6390f3c04c9987fd64,hsk26-g2-011,3,inventory_member,间,classifier for rooms,approved,hsk26-zh+hsk26-en,project_authored,
gelement_157c63523d1e456ab3a0cc4b43bedb95,hsk26-g2-011,4,inventory_member,名,neutral or formal classifier for people,approved,hsk26-zh+hsk26-en,project_authored,
gelement_355a00010ad647e794c38b52d3ef46a3,hsk26-g2-012,1,function,包,borrowed classifier for a package or packet,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ccabcde8c07343c895b0cc39cce4589a,hsk26-g2-013,1,function,次,verbal measure word counting occurrences,approved,hsk26-zh+hsk26-en,project_authored,
gelement_25cc393d074a47a490be1285bbfb5451,hsk26-g2-014,1,function,多,"how, marking an exclamatory degree",approved,hsk26-zh+hsk26-en,project_authored,
gelement_d892f9aebf9f448f9a66368ec6718f01,hsk26-g2-014,2,function,好,so or very in an exclamation,approved,hsk26-zh+hsk26-en,project_authored,
gelement_badce7b365884bd88dcb4edf4af1d1c1,hsk26-g2-014,3,function,最,most or -est within a comparison set,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e1d0f2dbb2384f9b91234b703b971f4c,hsk26-g2-015,1,function,一起,together in a shared action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0a485f80ea5241f3be43b3b7af710562,hsk26-g2-016,1,function,还,"still, marking continuation at the reference time",approved,hsk26-zh+hsk26-en,project_authored,
gelement_378ca396d5294e75be314bda7c747ffc,hsk26-g2-016,2,function,已经,already by the reference time,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1238f208be4648deb73e5ee276e3403d,hsk26-g2-016,3,function,有时,sometimes,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5b9de1c143674195a1781576a263901e,hsk26-g2-016,4,function,有时候,"sometimes, full variant",approved,hsk26-zh+hsk26-en,project_authored,
gelement_6c8d3b2e23f74a45ba819ce2f50144dd,hsk26-g2-016,5,function,快,soon or nearly at a change,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1029c94420364515b2abf5d894788f9b,hsk26-g2-016,6,function,快要,about to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_05736f3f03d041beb856881aaea07c56,hsk26-g2-016,7,function,正,right in the middle of an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_189a9264bb8942c3932dcbaec7bd118d,hsk26-g2-017,1,inventory_member,常,often; concise frequency adverb listed by the grammar syllabus,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ab4bc14917664677b660394dbc1657a0,hsk26-g2-017,2,inventory_member,经常,often or regularly,approved,hsk26-zh+hsk26-en,project_authored,
gelement_05d9d26e873746158cb0ff9298cc912c,hsk26-g2-018,1,function,别,negative adverb prohibiting an action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_39be2073c23943338abe83c4de4e3886,hsk26-g2-019,1,function,再,"then, placing an action after a prior step",approved,hsk26-zh+hsk26-en,project_authored,
gelement_1718724a3e2c4dc3b8135af4a8faf509,hsk26-g2-019,2,function,就,then or promptly once the prior condition holds,approved,hsk26-zh+hsk26-en,project_authored,
gelement_78468181c7734ec1b50654d138e25f65,hsk26-g2-020,1,function,都,"already or as much as, highlighting a reached point",approved,hsk26-zh+hsk26-en,project_authored,
gelement_a8ab68cc94db4257b8dd7c25b025845e,hsk26-g2-020,2,function,就,"only or precisely, narrowing the speaker's choice",approved,hsk26-zh+hsk26-en,project_authored,
gelement_71f7267b0b774e98910c66b355661ca6,hsk26-g2-020,3,function,还是,"still, maintaining an action or state despite context",approved,hsk26-zh+hsk26-en,project_authored,
gelement_88fd398ff0324169beee7bb31a4fab66,hsk26-g2-021,1,function,从,from a starting time or place,approved,hsk26-zh+hsk26-en,project_authored,
gelement_c1b53f254c5f4206b45ae202f08ee602,hsk26-g2-022,1,function,往,toward a direction or destination,approved,hsk26-zh+hsk26-en,project_authored,
gelement_55fa718dfa5d49819f36c00cda497cf1,hsk26-g2-023,1,function,从,from or via a movement direction or route,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a6d76f732e1740dfbb1500883392e983,hsk26-g2-024,1,function,给,to or for a recipient or beneficiary,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5062673e63bf4cdd859a78e40f4965e0,hsk26-g2-025,1,function,比,"than, introducing a comparison standard",approved,hsk26-zh+hsk26-en,project_authored,
gelement_01e8da38441e480e9f1298dec033d8de,hsk26-g2-026,1,function,跟,with a companion or interaction counterpart,approved,hsk26-zh+hsk26-en,project_authored,
gelement_13fea372265a472ba1a4a60829494ddd,hsk26-g2-027,1,function,因为,"because of, introducing a reason phrase",approved,hsk26-zh+hsk26-en,project_authored,
gelement_79ec995ab8754922b1a80e540ab20e06,hsk26-g2-028,1,function,跟,and between parallel words or phrases,approved,hsk26-zh+hsk26-en,project_authored,
gelement_9ff5a3054e73436fb107de82df771970,hsk26-g2-029,1,function,但,but; concise contrast connector,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e221db2f55c64d2cbfa4bec909deb876,hsk26-g2-029,2,function,但是,but or however,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5efb1e963dbe4f4eaf14354629c43723,hsk26-g2-029,3,function,那,"then or in that case, introducing a response",approved,hsk26-zh+hsk26-en,project_authored,
gelement_8612798ed74c4f2f9d274dcc16ad64ef,hsk26-g2-029,4,function,虽然,"although, introducing a concession",approved,hsk26-zh+hsk26-en,project_authored,
gelement_0b57985300a7412fa7d0c02280c18807,hsk26-g2-029,5,function,还是,or between alternatives,approved,hsk26-zh+hsk26-en,project_authored,
gelement_a1192c4efe74489f88fdc88453ed7b20,hsk26-g2-029,6,function,因为,"because, introducing a cause clause",approved,hsk26-zh+hsk26-en,project_authored,
gelement_5d834594d32043f4a4b2201d2d96b8e9,hsk26-g2-029,7,function,所以,"so or therefore, introducing a result clause",approved,hsk26-zh+hsk26-en,project_authored,
gelement_2a55526e8bba4c4d8660858a0979b631,hsk26-g2-030,1,function,得,links a verb to a following state or degree complement,approved,hsk26-zh+hsk26-en,project_authored,
gelement_8ca560555522451fa23470003dfb5033,hsk26-g2-030,2,function,地,links a manner description to a following action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_26c71cafee7e415a8a3654492b2e3550,hsk26-g2-031,1,function,过,experiential aspect particle,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e055423eec734f6e8a5e25b32b2f54e6,hsk26-g2-032,1,function,着,durative aspect particle marking continuation,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0874e21f369a48e3bb058364531c3c48,hsk26-g2-033,1,function,呢,adds puzzled or emphatic force to a formed question,approved,hsk26-zh+hsk26-en,project_authored,
gelement_286ce25ba48b48878c7041148f74bb3e,hsk26-g2-033,2,function,吧,seeks confirmation of a tentative assumption,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f296ff29ac5143669c2432fcc69083d4,hsk26-g2-033,3,function,的,asserts or reassures that a proposition holds,approved,hsk26-zh+hsk26-en,project_authored,
gelement_436eddda16814681ade0deeff80187c9,hsk26-g2-033,4,function,啊,marks an exclamation or affective reaction,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1df7fa2aeff74e2d963a4cea727433e9,hsk26-g2-034,1,category,动补短语,a verb followed by a grammatical complement,approved,hsk26-zh+hsk26-en,project_authored,
gelement_941c3e6fc9b3421ca7716606d925e807,hsk26-g2-035,1,construction,修饰语 + 的,a modifier plus 的 functioning as a noun phrase,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d1d79e441cdb4fc484421ba3e52aaee0,hsk26-g2-036,1,construction,动词短语1 + 动词短语2,successive verb phrases sharing one subject,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1904386d850149f58af0449d56b79cb2,hsk26-g2-037,1,construction,动词1 + 兼语 + 动词2,phrase whose middle participant is object of verb 1 and subject of verb 2,approved,hsk26-zh+hsk26-en,project_authored,
gelement_1a3ba5f63ad3479aa3c45a6bd569079a,hsk26-g2-038,1,category,,phrase functioning as a noun or referential unit,approved,hsk26-zh+hsk26-en,project_authored,
gelement_d79185ebee0e4577b98009231b0556b3,hsk26-g2-039,1,category,,phrase centered on a verb and functioning as an action or predicate,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f5b5526e381840748afb920d44fab8af,hsk26-g2-040,1,category,,phrase centered on an adjective and expressing a property,approved,hsk26-zh+hsk26-en,project_authored,
gelement_640ac4b94dde4825bf27033ae611532e,hsk26-g2-041,1,function,什么的,and things or activities like that,approved,hsk26-zh+hsk26-en,project_authored,
gelement_279457444c29492ab43923a4248efe4e,hsk26-g2-042,1,construction,还是……吧,had better; a softened considered recommendation,approved,hsk26-zh+hsk26-en,project_authored,
gelement_7c35247ade1c4fbc8ef273d947e832a8,hsk26-g2-043,1,construction,要……了,be about to,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3c5d4a1f0eca42fca0b9c48883b25c78,hsk26-g2-043,2,construction,快要……了,be very close to happening,approved,hsk26-zh+hsk26-en,project_authored,
gelement_ec994b96303142d890a5ea5968da1e10,hsk26-g2-043,3,construction,就要……了,be just about to or scheduled soon,approved,hsk26-zh+hsk26-en,project_authored,
gelement_6b1222ef97c94147b339af4bff30c468,hsk26-g2-044,1,construction,都……了,already as much or as late as the stated point,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e4018ddfa0cd441bb774f186ddeed945,hsk26-g2-045,1,construction,受事 + 动词性谓语,affected entity functioning as the grammatical subject,approved,hsk26-zh+hsk26-en,project_authored,
gelement_fef70314bdef441985283bcce355cf4f,hsk26-g2-046,1,construction,主语 + 名词性谓语,nominal phrase functioning directly as the predicate,approved,hsk26-zh+hsk26-en,project_authored,
gelement_3806ea7639494792af8a78582c319157,hsk26-g2-047,1,construction,动词性短语 + 的 + 名词,verbal phrase functioning as an attributive,approved,hsk26-zh+hsk26-en,project_authored,
gelement_0b1e35a272554e51a3a34fc9ad723187,hsk26-g2-047,2,construction,主谓短语 + 的 + 名词,subject-predicate phrase functioning as an attributive,approved,hsk26-zh+hsk26-en,project_authored,
gelement_5104a626831f44a5ae6b5378a0124468,hsk26-g2-048,1,construction,动词 + 错,action performed incorrectly,approved,hsk26-zh+hsk26-en,project_authored,
gelement_98a42777100746e28bcbf22ae3c9e146,hsk26-g2-048,2,construction,动词 + 懂,understanding achieved through the action,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f093198e0b4d4081a3255e0856eaae79,hsk26-g2-048,3,construction,动词 + 好,action completed into a satisfactory or ready state,approved,hsk26-zh+hsk26-en,project_authored,
gelement_f3d88a7e4c6d4d459b3049c9387b2355,hsk26-g2-048,4,construction,动词 + 会,skill successfully learned,approved,hsk26-zh+hsk26-en,project_authored,
gelement_39bca8db337d4190a65e73ba199f01fd,hsk26-g2-048,5,construction,动词 + 完,action brought to its endpoint,approved,hsk26-zh+hsk26-en,project_authored,
gelement_2403d12331594597bfcf087e7f29d327,hsk26-g2-049,1,construction,动词 + 来,action directed toward the viewpoint,approved,hsk26-zh+hsk26-en,project_authored,
gelement_e918b0252210432aab006d96efeeffed,hsk26-g2-049,2,construction,动词 + 去,action directed away from the viewpoint,approved,hsk26-zh+hsk26-en,project_authored,
