topic_id,level_min,level_max,row_order,topic_l1_zh,topic_l1_en,topic_l2_zh,topic_l2_en,topic_l3_zh,topic_l3_en,source_id,source_locator_zh,source_locator_en,notes
hsk26-t3-050,3,3,50,当代社会,Contemporary society,体育,Sports,体育比赛,Sports competitions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1385,reference/HSK_SYLLABUS_EN.md:1386,
hsk26-t3-051,3,3,51,文化与传统,Culture and traditions,饮食文化,Food culture,特色饮食,Specialty foods,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1386,reference/HSK_SYLLABUS_EN.md:1387,
hsk26-t3-052,3,3,52,文化与传统,Culture and traditions,饮食文化,Food culture,餐具,Tableware,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1387,reference/HSK_SYLLABUS_EN.md:1388,
hsk26-t3-053,3,3,53,文化与传统,Culture and traditions,风俗传统,Customs and traditions,传统节日与习俗,Traditional festivals and customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1388,reference/HSK_SYLLABUS_EN.md:1389,
hsk26-t3-054,3,3,54,文化与传统,Culture and traditions,风俗传统,Customs and traditions,地区差异,Regional differences,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1389,reference/HSK_SYLLABUS_EN.md:1390,
hsk26-t4-001,4,4,1,日常生活,Daily life,个人情况,Personal situation,个人信息,Personal information,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1396,reference/HSK_SYLLABUS_EN.md:1397,
hsk26-t4-002,4,4,2,日常生活,Daily life,个人情况,Personal situation,个人特征,Personal characteristics,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1397,reference/HSK_SYLLABUS_EN.md:1398,
hsk26-t4-003,4,4,3,日常生活,Daily life,日常事务,Everyday affairs,业务办理,Service handling,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1398,reference/HSK_SYLLABUS_EN.md:1399,
hsk26-t4-004,4,4,4,日常生活,Daily life,日常事务,Everyday affairs,困难求助,Seeking help with difficulties,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1399,reference/HSK_SYLLABUS_EN.md:1400,
hsk26-t4-005,4,4,5,日常生活,Daily life,交往,Interaction,礼貌行为,Polite behavior,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1400,reference/HSK_SYLLABUS_EN.md:1401,
hsk26-t4-006,4,4,6,日常生活,Daily life,交往,Interaction,情感,Emotions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1401,reference/HSK_SYLLABUS_EN.md:1402,
hsk26-t4-007,4,4,7,日常生活,Daily life,交往,Interaction,感悟,Reflections,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1402,reference/HSK_SYLLABUS_EN.md:1403,
hsk26-t4-008,4,4,8,日常生活,Daily life,饮食,Food and drink,食物饮品,Food and beverages,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1403,reference/HSK_SYLLABUS_EN.md:1404,
hsk26-t4-009,4,4,9,日常生活,Daily life,饮食,Food and drink,就餐,Dining,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1404,reference/HSK_SYLLABUS_EN.md:1405,
hsk26-t4-010,4,4,10,日常生活,Daily life,饮食,Food and drink,做菜,Cooking dishes,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1405,reference/HSK_SYLLABUS_EN.md:1406,
hsk26-t4-011,4,4,11,日常生活,Daily life,交通出行,Transportation and travel,出行经历,Travel experiences,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1406,reference/HSK_SYLLABUS_EN.md:1407,
hsk26-t4-012,4,4,12,日常生活,Daily life,交通出行,Transportation and travel,交通,Transportation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1407,reference/HSK_SYLLABUS_EN.md:1408,
hsk26-t4-013,4,4,13,日常生活,Daily life,购物,Shopping,商品选购,Product selection and purchase,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1408,reference/HSK_SYLLABUS_EN.md:1409,
hsk26-t4-014,4,4,14,日常生活,Daily life,购物,Shopping,购物体验,Shopping experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1409,reference/HSK_SYLLABUS_EN.md:1410,
hsk26-t4-015,4,4,15,日常生活,Daily life,购物,Shopping,商家活动,Merchant activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1410,reference/HSK_SYLLABUS_EN.md:1411,
hsk26-t4-016,4,4,16,日常生活,Daily life,医疗健康,Medical care and health,就医,Medical treatment,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1411,reference/HSK_SYLLABUS_EN.md:1412,
hsk26-t4-017,4,4,17,日常生活,Daily life,医疗健康,Medical care and health,健康生活,Healthy living,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1412,reference/HSK_SYLLABUS_EN.md:1413,
hsk26-t4-018,4,4,18,日常生活,Daily life,休闲,Leisure,休闲活动,Leisure activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1413,reference/HSK_SYLLABUS_EN.md:1414,
hsk26-t4-019,4,4,19,日常生活,Daily life,休闲,Leisure,活动感受、看法等,"Activity feelings, views, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1414,reference/HSK_SYLLABUS_EN.md:1415,
hsk26-t4-020,4,4,20,日常生活,Daily life,社区,Community,居住情况,Living situation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1415,reference/HSK_SYLLABUS_EN.md:1416,
hsk26-t4-021,4,4,21,日常生活,Daily life,社区,Community,社区生活,Community life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1416,reference/HSK_SYLLABUS_EN.md:1417,
hsk26-t4-022,4,4,22,日常生活,Daily life,社区,Community,房屋租赁与买卖,Housing rental and sale,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1417,reference/HSK_SYLLABUS_EN.md:1418,
hsk26-t4-023,4,4,23,日常生活,Daily life,家庭生活,Family life,居家生活,Home life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1418,reference/HSK_SYLLABUS_EN.md:1419,
hsk26-t4-024,4,4,24,日常生活,Daily life,家庭生活,Family life,家庭关系,Family relationships,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1419,reference/HSK_SYLLABUS_EN.md:1420,
hsk26-t4-025,4,4,25,日常生活,Daily life,家庭生活,Family life,成长过程,Growth process,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1420,reference/HSK_SYLLABUS_EN.md:1421,
hsk26-t4-026,4,4,26,日常生活,Daily life,家庭生活,Family life,生活习惯,Living habits,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1421,reference/HSK_SYLLABUS_EN.md:1422,
hsk26-t4-027,4,4,27,日常生活,Daily life,家庭生活,Family life,家庭事务,Family affairs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1422,reference/HSK_SYLLABUS_EN.md:1423,
hsk26-t4-028,4,4,28,教育情况,Education situations,学习情况,Study situations,课程情况,Course situations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1423,reference/HSK_SYLLABUS_EN.md:1424,
hsk26-t4-029,4,4,29,教育情况,Education situations,学习情况,Study situations,教学情况,Teaching situation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1424,reference/HSK_SYLLABUS_EN.md:1425,
hsk26-t4-030,4,4,30,教育情况,Education situations,学习情况,Study situations,学习经历,Learning experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1425,reference/HSK_SYLLABUS_EN.md:1426,
hsk26-t4-031,4,4,31,教育情况,Education situations,学习情况,Study situations,学习心得,Learning reflections,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1426,reference/HSK_SYLLABUS_EN.md:1427,
hsk26-t4-032,4,4,32,教育情况,Education situations,校园生活,Campus life,校园活动,Campus activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1427,reference/HSK_SYLLABUS_EN.md:1428,
hsk26-t4-033,4,4,33,教育情况,Education situations,校园生活,Campus life,学校情况,School situations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1428,reference/HSK_SYLLABUS_EN.md:1429,
hsk26-t4-034,4,4,34,教育情况,Education situations,教育问题,Educational issues,家庭教育,Family education,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1429,reference/HSK_SYLLABUS_EN.md:1430,
hsk26-t4-035,4,4,35,教育情况,Education situations,教育问题,Educational issues,社会教育,Social education,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1430,reference/HSK_SYLLABUS_EN.md:1431,
hsk26-t4-036,4,4,36,职场生活,Workplace life,日常办公,Everyday office work,办公事务,Office affairs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1431,reference/HSK_SYLLABUS_EN.md:1432,
hsk26-t4-037,4,4,37,职场生活,Workplace life,日常办公,Everyday office work,工作表现,Work performance,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1432,reference/HSK_SYLLABUS_EN.md:1433,
hsk26-t4-038,4,4,38,职场生活,Workplace life,日常办公,Everyday office work,职场交往,Workplace interaction,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1433,reference/HSK_SYLLABUS_EN.md:1434,
hsk26-t4-039,4,4,39,职场生活,Workplace life,职业与经历,Profession and experience,工作经历,Work experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1434,reference/HSK_SYLLABUS_EN.md:1435,
hsk26-t4-040,4,4,40,职场生活,Workplace life,职业与经历,Profession and experience,职业现状、职业评价,Professional status and evaluation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1435,reference/HSK_SYLLABUS_EN.md:1436,
hsk26-t4-041,4,4,41,职场生活,Workplace life,单位情况,Work-unit situation,人事管理,Personnel management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1436,reference/HSK_SYLLABUS_EN.md:1437,
hsk26-t4-042,4,4,42,职场生活,Workplace life,单位情况,Work-unit situation,工作环境与待遇,Work environment and benefits,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1437,reference/HSK_SYLLABUS_EN.md:1438,
hsk26-t4-043,4,4,43,自然与环境,Nature and environment,自然,Nature,地理,Geography,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1438,reference/HSK_SYLLABUS_EN.md:1439,
hsk26-t4-044,4,4,44,自然与环境,Nature and environment,自然,Nature,气候,Climate,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1439,reference/HSK_SYLLABUS_EN.md:1440,
hsk26-t4-045,4,4,45,自然与环境,Nature and environment,自然,Nature,动植物,Animals and plants,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1440,reference/HSK_SYLLABUS_EN.md:1441,
hsk26-t4-046,4,4,46,自然与环境,Nature and environment,自然,Nature,自然景观,Natural landscapes,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1441,reference/HSK_SYLLABUS_EN.md:1442,
hsk26-t4-047,4,4,47,自然与环境,Nature and environment,自然,Nature,自然现象,Natural phenomena,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1442,reference/HSK_SYLLABUS_EN.md:1443,
hsk26-t4-048,4,4,48,自然与环境,Nature and environment,环境,Environment,环境状况,Environmental conditions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1443,reference/HSK_SYLLABUS_EN.md:1444,
hsk26-t4-049,4,4,49,自然与环境,Nature and environment,环境,Environment,环境保护,Environmental protection,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1444,reference/HSK_SYLLABUS_EN.md:1445,
hsk26-t4-050,4,4,50,科学技术,Science and technology,科技发展,Technological development,新技术运用,Application of new technology,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1445,reference/HSK_SYLLABUS_EN.md:1446,
hsk26-t4-051,4,4,51,科学技术,Science and technology,科学知识,Scientific knowledge,科普知识,Popular science knowledge,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1446,reference/HSK_SYLLABUS_EN.md:1447,
hsk26-t4-052,4,4,52,科学技术,Science and technology,科学知识,Scientific knowledge,科研成果,Research achievements,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1447,reference/HSK_SYLLABUS_EN.md:1448,
hsk26-t4-053,4,4,53,当代社会,Contemporary society,概况,Overview,首都、主要省市,Capital and major provinces/cities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1448,reference/HSK_SYLLABUS_EN.md:1449,
hsk26-t4-054,4,4,54,当代社会,Contemporary society,概况,Overview,少数民族,Ethnic minorities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1449,reference/HSK_SYLLABUS_EN.md:1450,
hsk26-t4-055,4,4,55,当代社会,Contemporary society,经济现象,Economic phenomena,流行产品,Popular products,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1450,reference/HSK_SYLLABUS_EN.md:1451,
hsk26-t4-056,4,4,56,当代社会,Contemporary society,经济现象,Economic phenomena,新商业形态,New business forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1451,reference/HSK_SYLLABUS_EN.md:1452,
hsk26-t4-057,4,4,57,当代社会,Contemporary society,经济现象,Economic phenomena,经济状况,Economic conditions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1452,reference/HSK_SYLLABUS_EN.md:1453,
hsk26-t4-058,4,4,58,当代社会,Contemporary society,社会现象,Social phenomena,生活观念,Views on life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1453,reference/HSK_SYLLABUS_EN.md:1454,
hsk26-t4-059,4,4,59,当代社会,Contemporary society,社会现象,Social phenomena,网络生活,Online life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1454,reference/HSK_SYLLABUS_EN.md:1455,
hsk26-t4-060,4,4,60,当代社会,Contemporary society,社会现象,Social phenomena,基础设施,Infrastructure,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1455,reference/HSK_SYLLABUS_EN.md:1456,
hsk26-t4-061,4,4,61,当代社会,Contemporary society,社会现象,Social phenomena,流行事物,Popular things,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1456,reference/HSK_SYLLABUS_EN.md:1457,
hsk26-t4-062,4,4,62,当代社会,Contemporary society,文艺,Literature and art,文艺形式,Literary and artistic forms,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1457,reference/HSK_SYLLABUS_EN.md:1458,
hsk26-t4-063,4,4,63,当代社会,Contemporary society,文艺,Literature and art,文艺活动,Literary and artistic activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1458,reference/HSK_SYLLABUS_EN.md:1459,
hsk26-t4-064,4,4,64,当代社会,Contemporary society,文艺,Literature and art,创作者及其作品,Creators and their works,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1459,reference/HSK_SYLLABUS_EN.md:1460,
hsk26-t4-065,4,4,65,当代社会,Contemporary society,体育,Sports,运动项目,Sports events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1460,reference/HSK_SYLLABUS_EN.md:1461,
hsk26-t4-066,4,4,66,当代社会,Contemporary society,体育,Sports,体育比赛,Sports competitions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1461,reference/HSK_SYLLABUS_EN.md:1462,
hsk26-t4-067,4,4,67,当代社会,Contemporary society,体育,Sports,体育名人、体育故事,Sports celebrities and sports stories,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1462,reference/HSK_SYLLABUS_EN.md:1463,
hsk26-t4-068,4,4,68,当代社会,Contemporary society,中外交流,China-foreign exchange,友好往来,Friendly exchanges,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1463,reference/HSK_SYLLABUS_EN.md:1464,
hsk26-t4-069,4,4,69,文化与传统,Culture and traditions,语言文字,Language and writing,俗语、名言等,"Sayings, famous quotations, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1464,reference/HSK_SYLLABUS_EN.md:1465,
hsk26-t4-070,4,4,70,文化与传统,Culture and traditions,饮食文化,Food culture,传统饮食观念,Traditional food concepts,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1465,reference/HSK_SYLLABUS_EN.md:1466,
hsk26-t4-071,4,4,71,文化与传统,Culture and traditions,饮食文化,Food culture,各地饮食、传统店铺、品牌等,"Regional foods, traditional shops, brands, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1466,reference/HSK_SYLLABUS_EN.md:1467,
hsk26-t4-072,4,4,72,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,传统节日与习俗,Traditional festivals and customs,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1467,reference/HSK_SYLLABUS_EN.md:1468,
hsk26-t4-073,4,4,73,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,国粹,National cultural essences,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1468,reference/HSK_SYLLABUS_EN.md:1469,
hsk26-t4-074,4,4,74,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,各地传统,Local traditions,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1469,reference/HSK_SYLLABUS_EN.md:1470,
hsk26-t4-075,4,4,75,文化与传统,Culture and traditions,民俗传统,Folk customs and traditions,人际交往礼仪,Interpersonal etiquette,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1470,reference/HSK_SYLLABUS_EN.md:1471,
hsk26-t4-076,4,4,76,文化与传统,Culture and traditions,人文景观,Cultural landscapes,名胜古迹等,"Famous scenic and historic sites, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1471,reference/HSK_SYLLABUS_EN.md:1472,
hsk26-t4-077,4,4,77,文化与传统,Culture and traditions,历史,History,历史人物、历史事件,Historical figures and historical events,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1472,reference/HSK_SYLLABUS_EN.md:1473,
hsk26-t5-001,5,5,1,日常生活,Daily life,日常事务,Everyday affairs,业务办理,Service handling,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1479,reference/HSK_SYLLABUS_EN.md:1480,
hsk26-t5-002,5,5,2,日常生活,Daily life,日常事务,Everyday affairs,困难求助,Seeking help with difficulties,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1480,reference/HSK_SYLLABUS_EN.md:1481,
hsk26-t5-003,5,5,3,日常生活,Daily life,饮食,Food and drink,就餐,Dining,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1481,reference/HSK_SYLLABUS_EN.md:1482,
hsk26-t5-004,5,5,4,日常生活,Daily life,饮食,Food and drink,餐饮体验,Dining experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1482,reference/HSK_SYLLABUS_EN.md:1483,
hsk26-t5-005,5,5,5,日常生活,Daily life,交通出行,Transportation and travel,交通运输,Transportation and transport,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1483,reference/HSK_SYLLABUS_EN.md:1484,
hsk26-t5-006,5,5,6,日常生活,Daily life,交通出行,Transportation and travel,出行体验,Travel experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1484,reference/HSK_SYLLABUS_EN.md:1485,
hsk26-t5-007,5,5,7,日常生活,Daily life,购物,Shopping,商品选购,Product selection and purchase,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1485,reference/HSK_SYLLABUS_EN.md:1486,
hsk26-t5-008,5,5,8,日常生活,Daily life,购物,Shopping,消费活动,Consumer activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1486,reference/HSK_SYLLABUS_EN.md:1487,
hsk26-t5-009,5,5,9,日常生活,Daily life,医疗健康,Medical care and health,就医,Medical treatment,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1487,reference/HSK_SYLLABUS_EN.md:1488,
hsk26-t5-010,5,5,10,日常生活,Daily life,医疗健康,Medical care and health,心理健康,Mental health,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1488,reference/HSK_SYLLABUS_EN.md:1489,
hsk26-t5-011,5,5,11,日常生活,Daily life,医疗健康,Medical care and health,健康生活,Healthy living,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1489,reference/HSK_SYLLABUS_EN.md:1490,
hsk26-t5-012,5,5,12,日常生活,Daily life,休闲,Leisure,休闲活动,Leisure activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1490,reference/HSK_SYLLABUS_EN.md:1491,
hsk26-t5-013,5,5,13,日常生活,Daily life,休闲,Leisure,活动感受、生活随感、人生感悟等,"Activity feelings, life reflections, life insights, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1491,reference/HSK_SYLLABUS_EN.md:1492,
hsk26-t5-014,5,5,14,日常生活,Daily life,社区,Community,居住情况,Living situation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1492,reference/HSK_SYLLABUS_EN.md:1493,
hsk26-t5-015,5,5,15,日常生活,Daily life,社区,Community,社区管理,Community management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1493,reference/HSK_SYLLABUS_EN.md:1494,
hsk26-t5-016,5,5,16,日常生活,Daily life,社区,Community,社区生活,Community life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1494,reference/HSK_SYLLABUS_EN.md:1495,
hsk26-t5-017,5,5,17,日常生活,Daily life,家庭生活,Family life,居家生活,Home life,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1495,reference/HSK_SYLLABUS_EN.md:1496,
hsk26-t5-018,5,5,18,日常生活,Daily life,家庭生活,Family life,家庭活动,Family activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1496,reference/HSK_SYLLABUS_EN.md:1497,
hsk26-t5-019,5,5,19,日常生活,Daily life,家庭生活,Family life,家庭问题,Family issues,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1497,reference/HSK_SYLLABUS_EN.md:1498,
hsk26-t5-020,5,5,20,教育情况,Education situations,学习情况,Study situations,课程情况,Course situations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1498,reference/HSK_SYLLABUS_EN.md:1499,
hsk26-t5-021,5,5,21,教育情况,Education situations,学习情况,Study situations,教学情况,Teaching situation,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1499,reference/HSK_SYLLABUS_EN.md:1500,
hsk26-t5-022,5,5,22,教育情况,Education situations,学习情况,Study situations,学习经历,Learning experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1500,reference/HSK_SYLLABUS_EN.md:1501,
hsk26-t5-023,5,5,23,教育情况,Education situations,学习情况,Study situations,学习心得,Learning reflections,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1501,reference/HSK_SYLLABUS_EN.md:1502,
hsk26-t5-024,5,5,24,教育情况,Education situations,校园生活,Campus life,校园活动,Campus activities,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1502,reference/HSK_SYLLABUS_EN.md:1503,
hsk26-t5-025,5,5,25,教育情况,Education situations,校园生活,Campus life,学校情况,School situations,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1503,reference/HSK_SYLLABUS_EN.md:1504,
hsk26-t5-026,5,5,26,教育情况,Education situations,教育问题,Educational issues,家庭教育,Family education,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1504,reference/HSK_SYLLABUS_EN.md:1505,
hsk26-t5-027,5,5,27,教育情况,Education situations,教育问题,Educational issues,学校教育、社会教育、职业教育等,"School education, social education, vocational education, etc.",hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1505,reference/HSK_SYLLABUS_EN.md:1506,
hsk26-t5-028,5,5,28,职场生活,Workplace life,职业与经历,Profession and experience,工作内容,Work content,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1506,reference/HSK_SYLLABUS_EN.md:1507,
hsk26-t5-029,5,5,29,职场生活,Workplace life,职业与经历,Profession and experience,工作经历,Work experience,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1507,reference/HSK_SYLLABUS_EN.md:1508,
hsk26-t5-030,5,5,30,职场生活,Workplace life,经营与管理,Operation and management,团队合作,Teamwork,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1508,reference/HSK_SYLLABUS_EN.md:1509,
hsk26-t5-031,5,5,31,职场生活,Workplace life,经营与管理,Operation and management,人员管理,Personnel management,hsk26-zh+hsk26-en,reference/HSK_SYLLABUS_ZH.md:1509,reference/HSK_SYLLABUS_EN.md:1510,
