vocab_id,locale,text,review_status,source_id,notes
hsk26-v00751,en,to practice; to train,legacy_unreviewed,legacy-runtime,
hsk26-v00752,en,practice; exercise; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00753,en,pleasantly cool; to cool oneself; to cool off,legacy_unreviewed,legacy-runtime,
hsk26-v00754,en,classifier for vehicles,legacy_unreviewed,legacy-runtime,
hsk26-v00755,en,to chat; to talk casually,legacy_unreviewed,legacy-runtime,
hsk26-v00756,en,to chat; to have a conversation,legacy_unreviewed,legacy-runtime,
hsk26-v00757,en,to understand; to know about,legacy_unreviewed,legacy-runtime,
hsk26-v00758,en,neighbor; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00759,en,to study abroad,legacy_unreviewed,legacy-runtime,
hsk26-v00760,en,international student,legacy_unreviewed,legacy-runtime,
hsk26-v00761,en,stairs; staircase; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00762,en,roadside,legacy_unreviewed,legacy-runtime,
hsk26-v00763,en,intersection,legacy_unreviewed,legacy-runtime,
hsk26-v00764,en,horse; CL: 匹 [pi3],legacy_unreviewed,legacy-runtime,
hsk26-v00765,en,road; street; CL: 条 [tiao2],legacy_unreviewed,legacy-runtime,
hsk26-v00766,en,at once; right away,legacy_unreviewed,legacy-runtime,
hsk26-v00767,en,satisfied; pleased,legacy_unreviewed,legacy-runtime,
hsk26-v00768,en,mao; ten cents,legacy_unreviewed,legacy-runtime,
hsk26-v00769,en,meter; rice,legacy_unreviewed,legacy-runtime,
hsk26-v00770,en,in front of; facing,legacy_unreviewed,legacy-runtime,
hsk26-v00771,en,to understand; clear,legacy_unreviewed,legacy-runtime,
hsk26-v00772,en,list of names,legacy_unreviewed,legacy-runtime,
hsk26-v00773,en,celebrity; famous person,legacy_unreviewed,legacy-runtime,
hsk26-v00774,en,south,legacy_unreviewed,legacy-runtime,
hsk26-v00775,en,difficult,legacy_unreviewed,legacy-runtime,
hsk26-v00776,en,south; southern direction,legacy_unreviewed,legacy-runtime,
hsk26-v00777,en,sad; upset,legacy_unreviewed,legacy-runtime,
hsk26-v00778,en,ugly; unsightly,legacy_unreviewed,legacy-runtime,
hsk26-v00779,en,a man; a male; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00780,en,male student,legacy_unreviewed,legacy-runtime,
hsk26-v00781,en,difficult problem,legacy_unreviewed,legacy-runtime,
hsk26-v00782,en,unpleasant to hear,legacy_unreviewed,legacy-runtime,
hsk26-v00783,en,grade; year; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00784,en,young,legacy_unreviewed,legacy-runtime,
hsk26-v00785,en,ox; cow; CL: 条 [tiao2]; 头 [tou2],legacy_unreviewed,legacy-runtime,
hsk26-v00786,en,to make an effort; to try hard,legacy_unreviewed,legacy-runtime,
hsk26-v00787,en,woman,legacy_unreviewed,legacy-runtime,
hsk26-v00788,en,female student,legacy_unreviewed,legacy-runtime,
hsk26-v00789,en,to crawl; to climb,legacy_unreviewed,legacy-runtime,
hsk26-v00790,en,to be afraid; to fear,legacy_unreviewed,legacy-runtime,
hsk26-v00791,en,to take a picture,legacy_unreviewed,legacy-runtime,
hsk26-v00792,en,tray; plate; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00793,en,fat; plump,legacy_unreviewed,legacy-runtime,
hsk26-v00794,en,beer; CL: 杯 [bei1]; 瓶 [ping2]; 罐 [guan4]; 桶 [tong3]; 缸 [gang1],legacy_unreviewed,legacy-runtime,
hsk26-v00795,en,usually; in normal times,legacy_unreviewed,legacy-runtime,
hsk26-v00796,en,bottle; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00797,en,to sit astride; to ride,legacy_unreviewed,legacy-runtime,
hsk26-v00798,en,strange; odd,legacy_unreviewed,legacy-runtime,
hsk26-v00799,en,actually; in fact,legacy_unreviewed,legacy-runtime,
hsk26-v00800,en,other; the rest,legacy_unreviewed,legacy-runtime,
hsk26-v00801,en,to rise; to get up,legacy_unreviewed,legacy-runtime,
hsk26-v00802,en,to take off; to lift off,legacy_unreviewed,legacy-runtime,
hsk26-v00803,en,car; automobile; CL: 辆 [liang4],legacy_unreviewed,legacy-runtime,
hsk26-v00804,en,pencil; CL: 支 [zhi1]; 枝 [zhi1]; 杆 [gan3],legacy_unreviewed,legacy-runtime,
hsk26-v00805,en,the year before last,legacy_unreviewed,legacy-runtime,
hsk26-v00806,en,the day before yesterday,legacy_unreviewed,legacy-runtime,
hsk26-v00807,en,clear; to understand clearly,legacy_unreviewed,legacy-runtime,
hsk26-v00808,en,to request leave of absence,legacy_unreviewed,legacy-runtime,
hsk26-v00809,en,to give a dinner party,legacy_unreviewed,legacy-runtime,
hsk26-v00810,en,autumn; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00811,en,stadium; sports ground; CL: 个 [ge4]; 处 [chu4],legacy_unreviewed,legacy-runtime,
hsk26-v00812,en,skirt; CL: 条 [tiao2],legacy_unreviewed,legacy-runtime,
hsk26-v00813,en,then; after that,legacy_unreviewed,legacy-runtime,
hsk26-v00814,en,cordial; enthusiastic,legacy_unreviewed,legacy-runtime,
hsk26-v00815,en,to recognize,legacy_unreviewed,legacy-runtime,
hsk26-v00816,en,to think; to believe,legacy_unreviewed,legacy-runtime,
hsk26-v00817,en,conscientious; earnest,legacy_unreviewed,legacy-runtime,
hsk26-v00818,en,easy; straightforward,legacy_unreviewed,legacy-runtime,
hsk26-v00819,en,if; in case,legacy_unreviewed,legacy-runtime,
hsk26-v00820,en,umbrella; CL: 把 [ba3],legacy_unreviewed,legacy-runtime,
hsk26-v00821,en,to sweep; to sweep away; to wipe out,legacy_unreviewed,legacy-runtime,
hsk26-v00822,en,sofa; CL: 条 [tiao2]; 张 [zhang1],legacy_unreviewed,legacy-runtime,
hsk26-v00823,en,mountain; hill; CL: 座 [zuo4],legacy_unreviewed,legacy-runtime,
hsk26-v00824,en,upper garment; jacket; CL: 件 [jian4],legacy_unreviewed,legacy-runtime,
hsk26-v00825,en,spoon; ladle; CL: 把 [ba3],legacy_unreviewed,legacy-runtime,
hsk26-v00826,en,at one's side; around oneself,legacy_unreviewed,legacy-runtime,
hsk26-v00827,en,height,legacy_unreviewed,legacy-runtime,
hsk26-v00828,en,sound; voice; classifier for sounds,legacy_unreviewed,legacy-runtime,
hsk26-v00829,en,life; to live,legacy_unreviewed,legacy-runtime,
hsk26-v00830,en,to get angry; to be furious,legacy_unreviewed,legacy-runtime,
hsk26-v00831,en,voice; sound; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00832,en,city; market,legacy_unreviewed,legacy-runtime,
hsk26-v00833,en,to try; to test,legacy_unreviewed,legacy-runtime,
hsk26-v00834,en,room; office,legacy_unreviewed,legacy-runtime,
hsk26-v00835,en,world; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00836,en,to receive; to collect,legacy_unreviewed,legacy-runtime,
hsk26-v00837,en,to receive,legacy_unreviewed,legacy-runtime,
hsk26-v00838,en,to receive; to suffer,legacy_unreviewed,legacy-runtime,
hsk26-v00839,en,thin; to lose weight,legacy_unreviewed,legacy-runtime,
hsk26-v00840,en,to receive; to be affected by,legacy_unreviewed,legacy-runtime,
hsk26-v00841,en,father's younger brother; paternal uncle,legacy_unreviewed,legacy-runtime,
hsk26-v00842,en,tree; CL: 棵 [ke1],legacy_unreviewed,legacy-runtime,
hsk26-v00843,en,mathematics,legacy_unreviewed,legacy-runtime,
hsk26-v00844,en,to brush; to swipe,legacy_unreviewed,legacy-runtime,
hsk26-v00845,en,pair,legacy_unreviewed,legacy-runtime,
hsk26-v00846,en,level; standard,legacy_unreviewed,legacy-runtime,
hsk26-v00847,en,driver,legacy_unreviewed,legacy-runtime,
hsk26-v00848,en,the four seasons,legacy_unreviewed,legacy-runtime,
hsk26-v00849,en,sun,legacy_unreviewed,legacy-runtime,
hsk26-v00850,en,sugar; sweets; CL: 颗 [ke1]; 块 [kuai4],legacy_unreviewed,legacy-runtime,
hsk26-v00851,en,unusual; special; very; especially,legacy_unreviewed,legacy-runtime,
hsk26-v00852,en,to raise; to increase,legacy_unreviewed,legacy-runtime,
hsk26-v00853,en,sports; physical education,legacy_unreviewed,legacy-runtime,
hsk26-v00854,en,gym; gymnasium; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00855,en,sweet,legacy_unreviewed,legacy-runtime,
hsk26-v00856,en,to jump; to hop,legacy_unreviewed,legacy-runtime,
hsk26-v00857,en,to hear; one hears,legacy_unreviewed,legacy-runtime,
hsk26-v00858,en,quite; rather,legacy_unreviewed,legacy-runtime,
hsk26-v00859,en,colleague; co-worker,legacy_unreviewed,legacy-runtime,
hsk26-v00860,en,to agree; to consent,legacy_unreviewed,legacy-runtime,
hsk26-v00861,en,hair,legacy_unreviewed,legacy-runtime,
hsk26-v00862,en,sudden; abrupt,legacy_unreviewed,legacy-runtime,
hsk26-v00863,en,library; CL: 家 [jia1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00864,en,leg; CL: 条 [tiao2],legacy_unreviewed,legacy-runtime,
hsk26-v00865,en,other place; out of town,legacy_unreviewed,legacy-runtime,
hsk26-v00866,en,takeout; food delivery,legacy_unreviewed,legacy-runtime,
hsk26-v00867,en,foreign language; CL: 门 [men2],legacy_unreviewed,legacy-runtime,
hsk26-v00868,en,to complete; to accomplish,legacy_unreviewed,legacy-runtime,
hsk26-v00869,en,bowl; CL: 只 [zhi1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00870,en,delayed; late,legacy_unreviewed,legacy-runtime,
hsk26-v00871,en,evening party; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00872,en,tennis; tennis ball; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00873,en,website,legacy_unreviewed,legacy-runtime,
hsk26-v00874,en,to forget,legacy_unreviewed,legacy-runtime,
hsk26-v00875,en,for; because of,legacy_unreviewed,legacy-runtime,
hsk26-v00876,en,for; for the purpose of,legacy_unreviewed,legacy-runtime,
hsk26-v00877,en,bathroom; toilet; CL: 间 [jian1],legacy_unreviewed,legacy-runtime,
hsk26-v00878,en,culture; civilization; CL: 个 [ge4]; 种 [zhong3],legacy_unreviewed,legacy-runtime,
hsk26-v00879,en,house; room; CL: 间 [jian1],legacy_unreviewed,legacy-runtime,
hsk26-v00880,en,west,legacy_unreviewed,legacy-runtime,
hsk26-v00881,en,Northwest China; northwest,legacy_unreviewed,legacy-runtime,
hsk26-v00882,en,the West; the Occident,legacy_unreviewed,legacy-runtime,
hsk26-v00883,en,watermelon; CL: 颗 [ke1]; 个 [ge5],legacy_unreviewed,legacy-runtime,
hsk26-v00884,en,southwest,legacy_unreviewed,legacy-runtime,
hsk26-v00885,en,habit; to be used to; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00886,en,to be fond of; to love,legacy_unreviewed,legacy-runtime,
hsk26-v00887,en,washing machine; washer; CL: 台 [tai2],legacy_unreviewed,legacy-runtime,
hsk26-v00888,en,to bathe; to take a shower,legacy_unreviewed,legacy-runtime,
hsk26-v00889,en,summer; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00890,en,first; before,legacy_unreviewed,legacy-runtime,
hsk26-v00891,en,banana; CL: 根 [gen1]; 个 [ge4]; 把 [ba3],legacy_unreviewed,legacy-runtime,
hsk26-v00892,en,to believe; to be convinced,legacy_unreviewed,legacy-runtime,
hsk26-v00893,en,suitcase; chest; CL: 只 [zhi1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00894,en,toward; direction,legacy_unreviewed,legacy-runtime,
hsk26-v00895,en,to resemble; to be like,legacy_unreviewed,legacy-runtime,
hsk26-v00896,en,camera,legacy_unreviewed,legacy-runtime,
hsk26-v00897,en,housing estate; community,legacy_unreviewed,legacy-runtime,
hsk26-v00898,en,to be careful; to take care,legacy_unreviewed,legacy-runtime,
hsk26-v00899,en,campus,legacy_unreviewed,legacy-runtime,
hsk26-v00900,en,president; headmaster; CL: 个 [ge4]; 位 [wei4]; 名 [ming2],legacy_unreviewed,legacy-runtime,
hsk26-v00901,en,shoe; CL: 双 [shuang1]; 只 [zhi1],legacy_unreviewed,legacy-runtime,
hsk26-v00902,en,in one's heart; mind,legacy_unreviewed,legacy-runtime,
hsk26-v00903,en,New Year; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00904,en,news; CL: 条 [tiao2]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00905,en,fresh,legacy_unreviewed,legacy-runtime,
hsk26-v00906,en,letter; to believe; CL: 封 [feng1],legacy_unreviewed,legacy-runtime,
hsk26-v00907,en,credit card,legacy_unreviewed,legacy-runtime,
hsk26-v00908,en,okay; all right,legacy_unreviewed,legacy-runtime,
hsk26-v00909,en,luggage; CL: 件 [jian4],legacy_unreviewed,legacy-runtime,
hsk26-v00910,en,interest; hobby; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00911,en,to go on vacation; to have a holiday,legacy_unreviewed,legacy-runtime,
hsk26-v00912,en,to need; to want; needs,legacy_unreviewed,legacy-runtime,
hsk26-v00913,en,to choose; to pick,legacy_unreviewed,legacy-runtime,
hsk26-v00914,en,to choose; choice,legacy_unreviewed,legacy-runtime,
hsk26-v00915,en,term; semester; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00916,en,tooth; ivory; CL: 颗 [ke1],legacy_unreviewed,legacy-runtime,
hsk26-v00917,en,toothbrush; CL: 把 [ba3],legacy_unreviewed,legacy-runtime,
hsk26-v00918,en,sheep; goat; CL: 头 [tou2]; 只 [zhi1],legacy_unreviewed,legacy-runtime,
hsk26-v00919,en,to raise; to bring up,legacy_unreviewed,legacy-runtime,
hsk26-v00920,en,to require; request; CL: 点 [dian3],legacy_unreviewed,legacy-runtime,
hsk26-v00921,en,page,legacy_unreviewed,legacy-runtime,
hsk26-v00922,en,surely; certainly,legacy_unreviewed,legacy-runtime,
hsk26-v00923,en,in total; altogether,legacy_unreviewed,legacy-runtime,
hsk26-v00924,en,together; in the same place,legacy_unreviewed,legacy-runtime,
hsk26-v00925,en,same; alike,legacy_unreviewed,legacy-runtime,
hsk26-v00926,en,after; later,legacy_unreviewed,legacy-runtime,
hsk26-v00927,en,before; previously,legacy_unreviewed,legacy-runtime,
hsk26-v00928,en,above; more than,legacy_unreviewed,legacy-runtime,
hsk26-v00929,en,outside; except for,legacy_unreviewed,legacy-runtime,
hsk26-v00930,en,to think mistakenly,legacy_unreviewed,legacy-runtime,
hsk26-v00931,en,below; less than,legacy_unreviewed,legacy-runtime,
hsk26-v00932,en,ordinary; general,legacy_unreviewed,legacy-runtime,
hsk26-v00933,en,one side; while doing sth,legacy_unreviewed,legacy-runtime,
hsk26-v00934,en,always; continuously,legacy_unreviewed,legacy-runtime,
hsk26-v00935,en,music; CL: 张 [zhang1]; 曲 [qu3]; 段 [duan4],legacy_unreviewed,legacy-runtime,
hsk26-v00936,en,bank; CL: 家 [jia1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00937,en,bank card,legacy_unreviewed,legacy-runtime,
hsk26-v00938,en,drink; beverage,legacy_unreviewed,legacy-runtime,
hsk26-v00939,en,should; be supposed to,legacy_unreviewed,legacy-runtime,
hsk26-v00940,en,influence; effect; CL: 股 [gu3],legacy_unreviewed,legacy-runtime,
hsk26-v00941,en,to use; to make use of,legacy_unreviewed,legacy-runtime,
hsk26-v00942,en,email; mail,legacy_unreviewed,legacy-runtime,
hsk26-v00943,en,tourist; visitor,legacy_unreviewed,legacy-runtime,
hsk26-v00944,en,game; to play; CL: 场 [chang3],legacy_unreviewed,legacy-runtime,
hsk26-v00945,en,mailbox; email inbox,legacy_unreviewed,legacy-runtime,
hsk26-v00946,en,related to; concerning,legacy_unreviewed,legacy-runtime,
hsk26-v00947,en,famous; well-known,legacy_unreviewed,legacy-runtime,
hsk26-v00948,en,useful,legacy_unreviewed,legacy-runtime,
hsk26-v00949,en,again; also,legacy_unreviewed,legacy-runtime,
hsk26-v00950,en,badminton; shuttlecock,legacy_unreviewed,legacy-runtime,
hsk26-v00951,en,language; CL: 门 [men2]; 种 [zhong3],legacy_unreviewed,legacy-runtime,
hsk26-v00952,en,raincoat; CL: 件 [jian4],legacy_unreviewed,legacy-runtime,
hsk26-v00953,en,to encounter; to meet,legacy_unreviewed,legacy-runtime,
hsk26-v00954,en,to meet; to come across,legacy_unreviewed,legacy-runtime,
hsk26-v00955,en,garden; park,legacy_unreviewed,legacy-runtime,
hsk26-v00956,en,person suffix; member,legacy_unreviewed,legacy-runtime,
hsk26-v00957,en,to be willing,legacy_unreviewed,legacy-runtime,
hsk26-v00958,en,more and more,legacy_unreviewed,legacy-runtime,
hsk26-v00959,en,the moon,legacy_unreviewed,legacy-runtime,
hsk26-v00960,en,sports competition; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00961,en,athlete; CL: 名 [ming2]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00962,en,we; us including you,legacy_unreviewed,legacy-runtime,
hsk26-v00963,en,dirty; filthy,legacy_unreviewed,legacy-runtime,
hsk26-v00964,en,what should be done,legacy_unreviewed,legacy-runtime,
hsk26-v00965,en,how; what kind,legacy_unreviewed,legacy-runtime,
hsk26-v00966,en,to stand,legacy_unreviewed,legacy-runtime,
hsk26-v00967,en,classifier for flat objects; sheet,legacy_unreviewed,legacy-runtime,
hsk26-v00968,en,to grow; chief,legacy_unreviewed,legacy-runtime,
hsk26-v00969,en,anxious; worried,legacy_unreviewed,legacy-runtime,
hsk26-v00970,en,according to; to shine,legacy_unreviewed,legacy-runtime,
hsk26-v00971,en,to take care of; to show consideration,legacy_unreviewed,legacy-runtime,
hsk26-v00972,en,photograph; picture; CL: 张 [zhang1]; 套 [tao4]; 幅 [fu2],legacy_unreviewed,legacy-runtime,
hsk26-v00973,en,to take a photograph,legacy_unreviewed,legacy-runtime,
hsk26-v00974,en,until,legacy_unreviewed,legacy-runtime,
hsk26-v00975,en,only; merely,legacy_unreviewed,legacy-runtime,
hsk26-v00976,en,paper; CL: 张 [zhang1]; 沓 [da2],legacy_unreviewed,legacy-runtime,
hsk26-v00977,en,can only; have no choice but,legacy_unreviewed,legacy-runtime,
hsk26-v00978,en,merely; only; simply,legacy_unreviewed,legacy-runtime,
hsk26-v00979,en,so long as; provided,legacy_unreviewed,legacy-runtime,
hsk26-v00980,en,only; only have,legacy_unreviewed,legacy-runtime,
hsk26-v00981,en,middle; China; Chinese,legacy_unreviewed,legacy-runtime,
hsk26-v00982,en,the middle; the inside,legacy_unreviewed,legacy-runtime,
hsk26-v00983,en,at last; in the end,legacy_unreviewed,legacy-runtime,
hsk26-v00984,en,kind; type,legacy_unreviewed,legacy-runtime,
hsk26-v00985,en,important; significant,legacy_unreviewed,legacy-runtime,
hsk26-v00986,en,weekend,legacy_unreviewed,legacy-runtime,
hsk26-v00987,en,main; principal,legacy_unreviewed,legacy-runtime,
hsk26-v00988,en,to take note of; to pay attention to,legacy_unreviewed,legacy-runtime,
hsk26-v00989,en,to stay in hospital; to be hospitalized,legacy_unreviewed,legacy-runtime,
hsk26-v00990,en,character dictionary; CL: 本 [ben3],legacy_unreviewed,legacy-runtime,
hsk26-v00991,en,bicycle; bike; CL: 辆 [liang4],legacy_unreviewed,legacy-runtime,
hsk26-v00992,en,noun suffix,legacy_unreviewed,legacy-runtime,
hsk26-v00993,en,always; overall,legacy_unreviewed,legacy-runtime,
hsk26-v00994,en,always; invariably,legacy_unreviewed,legacy-runtime,
hsk26-v00995,en,mouth; CL: 张 [zhang1]; 个 [ge4],legacy_unreviewed,legacy-runtime,
hsk26-v00996,en,best; had better ...; it would be best to ...,legacy_unreviewed,legacy-runtime,
hsk26-v00997,en,final; last; finally; in the end,legacy_unreviewed,legacy-runtime,
hsk26-v00998,en,recently; lately,legacy_unreviewed,legacy-runtime,
hsk26-v00999,en,to be a guest or visitor,legacy_unreviewed,legacy-runtime,
hsk26-v01000,en,school assignment; homework; CL: 个 [ge4],legacy_unreviewed,legacy-runtime,
